964,964,973,973,964,964,964,973,964
0,963,973,0,964,955,0,973,964
964,0,973,973,0,964,964,0,955
964,964,0,982,973,0,973,982,0
0,973,982,0,964,964,0,982,973
0,0,0,0,0,0,0,0,0
0,0,982,0,0,964,0,0,0
0,973,0,0,973,0,0,991,0
964,0,973,973,0,964,955,0,964
0,0,973,0,0,955,0,0,0
0,0,0,0,0,0,0,0,0
964,0,0,982,0,0,0,0,0
955,964,0,973,964,0,964,973,0
0,964,0,0,964,0,0,0,0
955,0,0,973,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,964,973,0,955,964,0,973,963
0,0,0,0,0,0,0,0,0
0,0,973,0,0,0,0,0,955
0,964,0,0,0,0,0,982,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,964,0,0,964
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,955,0,0,973,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
973,0,982,982,0,973,964,0,964
0,0,982,0,0,0,0,0,964
0,0,0,0,0,0,0,0,0
973,0,0,991,0,0,973,0,0
0,0,991,0,0,973,0,0,973
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,982,0,0,964,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
964,955,0,973,964,0,963,973,0
0,955,0,0,0,0,0,973,0
964,0,0,0,0,0,964,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,964,0,0,982,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,973,0,0,955,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
